id,serial,product,action
1278,G943,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1279,G944,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1280,G944,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1281,GKJT,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1282,GKJT,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1283,H3QD,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1284,H3QD,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1285,H3QF,"Apple MacBook Air 13-inch 2.2GHz Core i7 (Early 2015) MJVE2LL/A",
1286,H3QF,"Apple MacBook Air 13-inch 1.6GHz Core i5 (Early 2015) MJVE2LL/A",
1287,DJWQ,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1288,DJWQ,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1289,DJWR,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1290,DJWR,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1291,DJWT,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1292,DJWT,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1293,DJWV,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1294,DJWV,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1295,DRKG,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1296,DRKG,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1297,DRQ4,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1298,DRQ4,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1299,DTJT,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1300,DTJT,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1301,DTJV,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1302,DTJV,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1303,DTK0,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1304,DTK0,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1305,F14V,"Apple MacBook Air 13-inch 1.7GHz Core i5 (Mid 2011) MC965LL/A",
1306,F14V,"Apple MacBook Air 13-inch 1.8GHz Core i7 (Mid 2011) MC965LL/A",
1307,DRVC,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1308,DRVC,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1309,DRVD,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1310,DRVD,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1311,DRVF,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1312,DRVF,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1313,DRVG,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1314,DRVG,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1315,F2FV,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1316,F2FV,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1317,F56D,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1318,F56D,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1319,F56F,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1320,F56F,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1321,F56J,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1322,F56J,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1323,F57J,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1324,F57J,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1325,F5MW,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1326,F5MW,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1327,F67P,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1328,F67P,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1329,F6TN,"Apple MacBook Air 13-inch 2.0GHz Core i7 (Mid 2012) MD231LL/A",
1330,F6TN,"Apple MacBook Air 13-inch 1.8GHz Core i5 (Mid 2012) MD231LL/A",
1331,F5V7,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1332,F5V7,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1333,F5V8,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1334,F5V8,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1335,F6T5,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1336,F6T5,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1337,F6T6,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1338,F6T6,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1339,FH53,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1340,FH53,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1341,FKYQ,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1342,FKYQ,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1343,FKYR,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1344,FKYR,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1345,FLCG,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1346,FLCG,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1347,FMRL,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1348,FMRL,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1349,FMRW,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1350,FMRW,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1351,FN40,"Apple MacBook Air 13-inch 1.3GHz Core i5 (Mid 2013) MD760LL/A",
1352,FN40,"Apple MacBook Air 13-inch 1.7GHz Core i7 (Mid 2013) MD760LL/A",
1353,DH2G,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1354,DH2G,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1355,DH2H,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1356,DH2H,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1357,DH2L,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1358,DH2L,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1359,DH2M,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1360,DH2M,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1361,DM75,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1362,DM75,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1363,DMLJ,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1364,DMLJ,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1365,DRJ7,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1366,DRJ7,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1367,DRJ9,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1368,DRJ9,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1369,DRJJ,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1370,DRJJ,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1371,DRJK,"Apple MacBook Pro 13-inch (Glossy) 2.3GHz Core i5 (Early 2011) MC700LL/A",
1372,DRJK,"Apple MacBook Pro 13-inch (Glossy) 2.7GHz Core i7 (Early 2011) MC724LL/A",
1373,DV13,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1374,DV13,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1375,DV14,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1376,DV14,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1377,DV16,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1378,DV16,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1379,DV17,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1380,DV17,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1381,DVHJ,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1382,DVHJ,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1383,DVHK,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1384,DVHK,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1385,DVHP,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1386,DVHP,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1387,DY77,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1388,DY77,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1389,DYL0,"Apple MacBook Pro 13-inch (Glossy) 2.8GHz Core i7 (Late 2011) MD314LL/A",
1390,DYL0,"Apple MacBook Pro 13-inch (Glossy) 2.4GHz Core i5 (Late 2011) MD313LL/A",
1391,DTY3,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1392,DTY3,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1393,DTY4,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1394,DTY4,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1395,DV30,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1396,DV30,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1397,DV31,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1398,DV31,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1399,F447,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1400,F447,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1401,F4JL,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1402,F4JL,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1403,F5WV,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1404,F5WV,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1405,F5WW,"Apple MacBook Pro 13-inch (Glossy) 2.9GHz Core i7 (Mid 2012) MD102LL/A",
1406,F5WW,"Apple MacBook Pro 13-inch (Glossy) 2.5GHz Core i5 (Mid 2012) MD101LL/A",
1407,DF8V,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1408,DF8V,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1409,DF8V,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1410,DF8X,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1411,DF8X,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1412,DF8X,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1413,DF8Y,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1414,DF8Y,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1415,DF8Y,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1416,DF91,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1417,DF91,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1418,DF91,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1419,DMDG,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1420,DMDG,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1421,DMDG,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1422,DMGG,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1423,DMGG,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1424,DMGG,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1425,DMPK,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1426,DMPK,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1427,DMPK,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1428,DMPL,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1429,DMPL,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1430,DMPL,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1431,DNHY,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1432,DNHY,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1433,DNHY,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1434,DNKY,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1435,DNKY,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1436,DNKY,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1437,DRJC,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1438,DRJC,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1439,DRJC,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1440,DRJD,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1441,DRJD,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1442,DRJD,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1443,DRJF,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1444,DRJF,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1445,DRJF,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1446,DRJL,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1447,DRJL,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1448,DRJL,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1449,DRJM,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1450,DRJM,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1451,DRJM,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1452,DT54,"Apple MacBook Pro 15-inch (Glossy) 2.0GHz Quad-core i7 (Early 2011) MC721LL/A",
1453,DT54,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Early 2011) MC723LL/A",
1454,DT54,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-Core i7 (Early 2011) MC723LL/A",
1455,DV7L,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1456,DV7L,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1457,DV7L,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1458,DV7M,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1459,DV7M,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1460,DV7M,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1461,DV7N,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1462,DV7N,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1463,DV7N,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1464,DV7P,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1465,DV7P,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1466,DV7P,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1467,DVHL,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1468,DVHL,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1469,DVHL,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1470,DVHM,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1471,DVHM,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1472,DVHM,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1473,DW47,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1474,DW47,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1475,DW47,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1476,DY1N,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1477,DY1N,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1478,DY1N,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1479,DY5K,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1480,DY5K,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1481,DY5K,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1482,DYKC,"Apple MacBook Pro 15-inch (Glossy) 2.2GHz Quad-core i7 (Late 2011) MD318LL/A",
1483,DYKC,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Quad-core i7 (Late 2011) MD322LL/A",
1484,DYKC,"Apple MacBook Pro 15-inch (Glossy) 2.5GHz Quad-core i7 (Late 2011) MD322LL/A",
1485,AGU,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1486,AGU,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1487,AGU,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1488,AGU,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1489,AGV,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1490,AGV,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1491,AGV,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1492,AGV,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1493,AGW,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1494,AGW,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1495,AGW,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1496,AGW,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1497,AGX,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1498,AGX,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1499,AGX,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1500,AGX,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1501,AGY,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1502,AGY,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1503,AGY,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1504,AGY,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1505,AGZ,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1506,AGZ,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1507,AGZ,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1508,AGZ,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1509,FXH,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1510,FXH,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1511,FXH,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1512,FXH,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1513,GD6,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1514,GD6,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1515,GD6,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1516,GD6,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1517,GND,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1518,GND,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1519,GND,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1520,GND,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1521,GNK,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
